"","site","village","treatment","tag.no","sci.name","dead.alive","height","rcd","disturbance","flame.height","type.resprout"
"259","APC1_CAFA","APC1","CAFA","1053","Tectona grandis","alive",50,1.9,"browsed",NA,"axillary"
"260","APC1_CAFA","APC1","CAFA","1054","Tectona grandis","alive",16,1.1,"fire",50,"epicormic"
"261","APC1_CAFA","APC1","CAFA","1059","Tectona grandis","alive",25,1.4,"browsed",NA,"axillary"
"262","APC1_CAFA","APC1","CAFA","1058","Tectona grandis","alive",32,1.6,"browsed",NA,"axillary"
"263","APC1_CAFA","APC1","CAFA","1051","Tectona grandis","alive",20,1.1,"browsed",NA,"axillary"
"264","APC1_CAFA","APC1","CAFA","1050","Syzygium cumini","alive",8,0.3,"fire",50,"collar"
"265","APC1_CAFA","APC1","CAFA","1019","Tectona grandis","alive",32,1.9,"fire",70,"epicormic"
"266","APC1_CAFA","APC1","CAFA","1018","Dolichandrone atrovirens","alive",190,3.9,NA,NA,"axillary"
"267","APC1_Control","APC1","Control","1400","Acacia chundra","alive",155,3.9,"fire",95,"axillary"
"268","APC1_Control","APC1","Control","1401","Dolichandrone atrovirens","alive",77,2.3,"fire",78,"epicormic"
"269","APC1_Control","APC1","Control","1402","Dolichandrone atrovirens","alive",90,3.2,"fire",60,"axillary"
"270","APC1_Control","APC1","Control","1403","Gardenia gummifera","alive",29,1.6,"browsed",NA,"axillary"
"271","APC1_Control","APC1","Control","1417","Dolichandrone atrovirens","alive",144,3.9,"fire",50,"axillary"
"272","APC1_Control","APC1","Control","1416","Dolichandrone atrovirens","alive",119,3.4,"fire",50,"axillary"
"273","APC1_Control","APC1","Control","1415","Dolichandrone atrovirens","alive",98,2.9,"fire",65,"axillary"
"274","APC1_Control","APC1","Control","1414","Acacia chundra","alive",74,2.9,"fire",65,"epicormic"
"275","APC1_Control","APC1","Control","1411","Dolichandrone atrovirens","alive",117,4.2,"fire",120,"epicormic"
"276","APC1_Control","APC1","Control","1413","Dolichandrone atrovirens","alive",100,3.1,"fire",120,"axillary"
"277","APC1_Control","APC1","Control","1412","Dolichandrone atrovirens","alive",172,3.1,"fire",80,"axillary"
"278","APC1_Control","APC1","Control","1410","Dolichandrone atrovirens","alive",82,3.1,"fire",90,"epicormic"
"279","APC1_Control","APC1","Control","1404","Dolichandrone atrovirens","alive",90,2.8,"fire",110,"epicormic"
"280","APC1_Control","APC1","Control","1405","Dolichandrone atrovirens","alive",19,0.3,"fire",80,"collar"
"281","APC1_Control","APC1","Control","1406","Dolichandrone atrovirens","alive",48,0.7,"fire",120,"collar"
"282","APC1_Control","APC1","Control","1407","Dolichandrone atrovirens","alive",62,1.9,NA,NA,"axillary"
"283","APC1_Control","APC1","Control","1409","Dolichandrone atrovirens","alive",24,1.9,"fire",90,"collar"
"284","APC1_Control","APC1","Control","1408","Dolichandrone atrovirens","alive",187,2.9,"fire",85,"axillary"
"285","APC4_Control","APC4","Control","1437","Dolichandrone atrovirens","alive",50,2.2,NA,NA,"axillary"
"286","APC4_Control","APC4","Control","1439","Dolichandrone atrovirens","alive",43,1.7,NA,NA,"axillary"
"287","APC4_Control","APC4","Control","1438","Dolichandrone atrovirens","alive",109,2.3,"browsed",NA,"axillary"
"288","APC4_Control","APC4","Control","1440","Dolichandrone atrovirens","alive",33,1.6,"browsed",NA,"axillary"
"289","APC4_Control","APC4","Control","1441","Dolichandrone atrovirens","alive",124,3.1,"browsed",NA,"axillary"
"290","APC4_Control","APC4","Control","1090","Dolichandrone atrovirens","alive",93,2.1,NA,NA,"axillary"
"291","APC4_Control","APC4","Control","1091","Dolichandrone atrovirens","alive",92,2.2,NA,NA,"axillary"
"292","APC4_Control","APC4","Control","1092","Dolichandrone atrovirens","alive",22,1.5,"fire",70,"collar"
"293","APC4_Control","APC4","Control","1095","Dolichandrone atrovirens","alive",21,0.8,"fire",110,"collar"
"294","APC4_Control","APC4","Control","1094","Dolichandrone atrovirens","alive",92,2.3,"browsed",NA,"axillary"
"295","APC4_Control","APC4","Control","1096","Dolichandrone atrovirens","alive",130,2.6,NA,NA,"axillary"
"296","APC4_Control","APC4","Control","1097","Dolichandrone atrovirens","alive",68,2.1,NA,NA,"axillary"
"297","APC4_Control","APC4","Control","1093","Dolichandrone atrovirens","alive",34,1.1,NA,NA,"axillary"
"298","APC4_Control","APC4","Control","4731","Dolichandrone atrovirens","alive",13,0.4,"fire",65,"collar"
"299","APC4_Control","APC4","Control","1098","Dolichandrone atrovirens","alive",32,1.4,"browsed",NA,"axillary"
"300","APC1_CPFA","APC1","CPFA","1082","Acacia chundra","alive",8,0.4,"fire",100,"collar"
"301","APC1_CPFA","APC1","CPFA","1080","Acacia chundra","alive",50,1.2,"fire",90,"axillary"
"302","APC1_CPFA","APC1","CPFA","1081","Erythroxylum monogynum","alive",8,0.2,"fire",100,"collar"
"303","APC1_CPFA","APC1","CPFA","1083","Acacia chundra","alive",7,0.2,"fire",110,"collar"
"304","APC1_CPFA","APC1","CPFA","1079","Dolichandrone atrovirens","alive",11,0.2,"fire",85,"collar"
"305","APC1_CPFA","APC1","CPFA","1078","Acacia chundra","alive",52,1.1,"fire",75,"epicormic"
"306","APC1_CPFA","APC1","CPFA","1077","Acacia chundra","alive",40,0.4,"fire",90,"collar"
"307","APC1_CPFA","APC1","CPFA","1076","Dolichandrone atrovirens","alive",27,2.2,"fire",90,"collar"
"308","APC1_CPFA","APC1","CPFA","1074","Dolichandrone atrovirens","alive",20,0.9,"fire",85,"collar"
"309","APC1_CPFA","APC1","CPFA","1073","Gardenia gummifera","alive",5,0.1,"fire",110,"collar"
"310","APC1_CPFA","APC1","CPFA","1072","Acacia chundra","alive",47,1.2,"fire",30,"axillary"
"311","APC1_CPFA","APC1","CPFA","1085","Morinda pubescens","alive",10,0.5,"fire",105,"collar"
"312","APC1_CPFA","APC1","CPFA","1086","Erythroxylum monogynum","alive",14,0.2,"fire",105,"collar"
"313","APC1_CPFA","APC1","CPFA","1084","Dolichandrone atrovirens","alive",30,1.2,"fire",110,"collar"
"314","APC1_CPFA","APC1","CPFA","1071","Dolichandrone atrovirens","alive",31,1.2,NA,NA,"axillary"
"315","APC1_CPFA","APC1","CPFA","1069","Dolichandrone atrovirens","alive",20,1.5,"fire",90,"collar"
"316","APC1_CPFA","APC1","CPFA","1067","Acacia chundra","alive",20,1.2,"fire",95,"collar"
"317","APC1_CPFA","APC1","CPFA","1066","Acacia chundra","alive",15,0.4,"fire",110,"collar"
"318","APC1_CPFA","APC1","CPFA","1065","Dolichandrone atrovirens","alive",26,0.6,"fire",110,"collar"
"319","APC1_CPFA","APC1","CPFA","1064","Acacia chundra","alive",10,0.3,"fire",95,"collar"
"320","APC1_CPFA","APC1","CPFA","1061","Dolichandrone atrovirens","alive",59,2.7,"fire",140,"epicormic"
"321","APC1_CPFA","APC1","CPFA","1060","Erythroxylum monogynum","dead",NA,NA,"fire",140,NA
"322","APC1_CPFA","APC1","CPFA","1042","Acacia chundra","dead",NA,NA,"fire",145,NA
"323","APC1_CPFA","APC1","CPFA","1041","Acacia chundra","alive",63,1.9,"fire",145,"epicormic"
"324","APC1_CPFA","APC1","CPFA","1088","Erythroxylum monogynum","alive",11,0.2,"fire",90,"collar"
"325","APC10_Control","APC10","Control","4993","Dolichandrone atrovirens","alive",16,0.5,"fire",150,"collar"
"326","APC10_Control","APC10","Control","4992","Dolichandrone atrovirens","alive",17,0.4,"fire",150,"collar"
"327","APC10_Control","APC10","Control","4991","Dolichandrone atrovirens","alive",96,1.7,"fire",150,"epicormic"
"328","APC10_Control","APC10","Control","4989","Acacia chundra","alive",63,0.5,"fire",150,"collar"
"329","APC10_Control","APC10","Control","5000","Dolichandrone atrovirens","alive",44,0.6,"fire",150,"collar"
"330","APC10_Control","APC10","Control","4999","Dolichandrone atrovirens","alive",160,2.5,"fire",150,"axillary"
"331","APC10_Control","APC10","Control","4998","Acacia chundra","alive",60,1.7,"fire",150,"epicormic"
"332","APC10_Control","APC10","Control","4997","Acacia chundra","alive",70,2.6,"fire",150,"epicormic"
"333","APC10_Control","APC10","Control","4996","Acacia chundra","alive",57,0.6,"fire",150,"collar"
"334","APC10_Control","APC10","Control","4995","Dolichandrone atrovirens","alive",150,2.6,"fire",130,"axillary"
"335","APC10_Control","APC10","Control","4994","Dolichandrone atrovirens","alive",55,0.7,"fire",130,"collar"
"336","APC10_Control","APC10","Control","4990","Dolichandrone atrovirens","alive",56,1.6,"fire",150,"epicormic"
"337","APC10_Control","APC10","Control","4988","Acacia chundra","alive",43,0.3,"fire",130,"collar"
"338","APC10_Control","APC10","Control","4986","Dolichandrone atrovirens","alive",82,2.6,"fire",120,"epicormic"
"339","APC10_Control","APC10","Control","4987","Acacia chundra","alive",33,0.9,"fire",130,"collar"
"340","APC10_Control","APC10","Control","4985","Cassia fistula","alive",165,2.2,"fire",130,"axillary"
"341","APC10_Control","APC10","Control","4984","Acacia chundra","alive",85,0.5,"fire",140,"collar"
"342","APC10_Control","APC10","Control","4983","Acacia chundra","alive",43,0.4,"fire",150,"collar"
"343","APC10_Control","APC10","Control","4982","Dolichandrone atrovirens","alive",80,1.7,"fire",140,"epicormic"
"344","APC10_Control","APC10","Control","4981","Dolichandrone atrovirens","alive",42,2.6,"fire",120,"epicormic"
"345","APC10_Control","APC10","Control","4980","Acacia chundra","alive",16,0.2,"fire",150,"collar"
"346","APC10_Control","APC10","Control","4979","Cassia fistula","alive",23,0.9,"fire",150,"collar"
"347","APC10_Control","APC10","Control","4978","Acacia chundra","alive",73,1.5,"fire",150,"epicormic"
"348","APC10_Control","APC10","Control","4977","Acacia chundra","alive",23,1.1,"trampled",NA,"collar"
"349","APC10_Control","APC10","Control","4976","Acacia chundra","alive",150,1.4,"fire",100,"axillary"
"350","APC10_Control","APC10","Control","4975","Acacia chundra","alive",40,1.1,"trampled",NA,"axillary"
"351","APC10_Control","APC10","Control","4974","Dolichandrone atrovirens","alive",46,0.7,"fire",100,"collar"
"352","APC10_Control","APC10","Control","4973","Acacia chundra","alive",57,1.1,"fire",60,"axillary"
"353","APC10_Control","APC10","Control","4972","Acacia chundra","alive",60,0.8,"fire",100,"collar"
"354","APC10_Control","APC10","Control","4971","Acacia chundra","alive",76,0.4,"fire",100,"collar"
"355","APC2_CAFA","APC2","CAFA","3721","Dalbergia paniculata","alive",15,2,"fire",100,"collar"
"356","APC2_CAFA","APC2","CAFA","3720","Tectona grandis","alive",155,33,NA,NA,NA
"357","APC2_CAFA","APC2","CAFA","3737","Tectona grandis","alive",110,29,"fire",50,"epicormic"
"358","APC2_CAFA","APC2","CAFA","3715","Diospyros montana","alive",65,18,NA,NA,NA
"359","APC2_CAFA","APC2","CAFA","3726","Tectona grandis","alive",27,8,"fire",60,"epicormic"
"360","APC2_CAFA","APC2","CAFA","3741","Tectona grandis","alive",60,19,"fire",30,"epicormic"
"361","APC2_CAFA","APC2","CAFA","3742","Tectona grandis","alive",9,2,"fire",60,"collar"
"362","APC2_CAFA","APC2","CAFA","3750","Tectona grandis","alive",12,4,"fire",40,"collar"
"363","APC2_CAFA","APC2","CAFA","3740","Tectona grandis","alive",95,23,NA,NA,NA
"364","APC2_CAFA","APC2","CAFA","3743","Tectona grandis","alive",87,18,NA,NA,NA
"365","APC2_CPFA","APC2","CPFA","3716","Pongamia pinnata","dead",NA,NA,"fire",50,NA
"366","APC2_CPFA","APC2","CPFA","3754","Pongamia pinnata","alive",36,8,"fire",40,"collar"
"367","APC2_CPFA","APC2","CPFA","3751","Wrightia tinctoria","alive",17,2,"fire",20,"collar"
"368","APC2_CPFA","APC2","CPFA","3746","Tectona grandis","alive",10,4,"fire",80,"collar"
"369","APC2_CPFA","APC2","CPFA","3747","Tectona grandis","alive",12,4,"fire",70,"collar"
"370","APC14_CAFA","APC14","CAFA","3778","Tectona grandis","alive",174,35,NA,NA,NA
"371","APC14_CAFA","APC14","CAFA","3775","Dolichandrone atrovirens","alive",43,19,NA,NA,NA
"372","APC14_CAFA","APC14","CAFA","3772","Pongamia pinnata","alive",33,4,"fire",60,"collar"
"373","APC14_CAFA","APC14","CAFA","3774","Tectona grandis","alive",88,19,NA,NA,NA
"374","APC14_CAFA","APC14","CAFA","3776","Tectona grandis","alive",94,17,NA,NA,NA
"375","APC13_CAFA","APC13","CAFA","3784","Holoptelia intergrifolia","alive",47,10,NA,NA,NA
"376","APC13_CAFA","APC13","CAFA","3783","Tectona grandis","alive",51,10,NA,NA,NA
"377","APC13_CAFA","APC13","CAFA","4506","Holoptelia intergrifolia","alive",23,11,NA,NA,NA
"378","APC13_CAFA","APC13","CAFA","4502","Tectona grandis","alive",25,8,NA,NA,NA
"379","APC13_CAFA","APC13","CAFA","4501","Tectona grandis","alive",65,20,NA,NA,NA
"380","APC13_CAFA","APC13","CAFA","4516","Syzygium cumini","alive",16,8,"fire",20,"collar"
"381","APC13_CAFA","APC13","CAFA","4512","Tectona grandis","alive",87,31,NA,NA,NA
"382","APC13_CAFA","APC13","CAFA","4507","Tectona grandis","alive",98,31,NA,NA,NA
"383","APC13_CAFA","APC13","CAFA","4517","Tectona grandis","alive",10,2,"fire",40,"collar"
"384","APC13_CAFA","APC13","CAFA","4519","Tectona grandis","alive",70,19,NA,NA,NA
"385","APC13_CAFA","APC13","CAFA","4515","Syzygium cumini","alive",55,5,"fire",30,"collar"
"386","APC8_CAFA","APC8","CAFA","3712","Unknown","alive",15,8,NA,NA,NA
"387","APC8_CAFA","APC8","CAFA","3710","Tamarindus indica","alive",65,8,NA,NA,NA
"388","APC8_CAFA","APC8","CAFA","3701","Tamarindus indica","alive",39,6,NA,NA,NA
"389","APC8_CAFA","APC8","CAFA","3708","Unknown","alive",12,4,"fire",30,"epicormic"
"390","APC8_CAFA","APC8","CAFA","3711","Tamarindus indica","alive",69,8,NA,NA,NA
"391","APC8_CAFA","APC8","CAFA","3709","Azadirachata indica","dead",NA,NA,"fire",50,NA
"392","APC8_CAFA","APC8","CAFA","3703","Dalbergia paniculata","alive",23,8,"browsed",NA,"epicormic"
"393","APC8_CAFA","APC8","CAFA","3702","Dalbergia paniculata","alive",43,9,"browsed",NA,"epicormic"
"394","APC8_CAFA","APC8","CAFA","3723","Dalbergia paniculata","alive",86,15,NA,NA,NA
"395","APC8_CAFA","APC8","CAFA","3705","Tamarindus indica","dead",NA,NA,"fire",30,NA
"396","APC8_CAFA","APC8","CAFA","3713","Tamarindus indica","dead",NA,NA,"fire",20,NA
"397","APC8_CAFA","APC8","CAFA","3732","Tamarindus indica","dead",NA,NA,"fire",50,NA
"398","APC8_CAFA","APC8","CAFA","3722","Dalbergia paniculata","alive",20,2,"fire",20,"collar"
"399","APC8_CAFA","APC8","CAFA","3725","Pongamia pinnata","alive",85,12,NA,NA,NA
"400","APC8_CAFA","APC8","CAFA","3734","Tamarindus indica","dead",NA,NA,"fire",50,NA
"401","APC8_CAFA","APC8","CAFA","3735","Azadirachata indica","alive",118,19,NA,NA,NA
"402","APC8_CAFA","APC8","CAFA","3733","Cassia fistula","alive",16,2,"fire",20,"collar"
"403","APC8_CAFA","APC8","CAFA","3706","Cassia fistula","alive",32,4,"fire",50,"collar"
"404","APC8_CAFA","APC8","CAFA","3704","Azadirachata indica","alive",25,3,"fire",30,"collar"
"405","APC8_CAFA","APC8","CAFA","3731","Azadirachata indica","alive",15,2,"fire",30,"collar"
"406","APC8_CAFA","APC8","CAFA","3730","Unknown","alive",13,2,"fire",30,"collar"
"407","APC9_CAFA","APC9","CAFA","3761","Pongamia pinnata","alive",15,2,"fire",50,"epicormic"
"408","APC9_CAFA","APC9","CAFA","3762","Syzygium cumini","alive",65,15,NA,NA,NA
"409","APC9_CAFA","APC9","CAFA","3716","Pongamia pinnata","alive",40,5,"fire",50,"collar"
"410","APC9_CAFA","APC9","CAFA","3717","Pongamia pinnata","alive",65,15,NA,NA,NA
"411","APC9_CAFA","APC9","CAFA","3728","Pongamia pinnata","alive",45,16,NA,NA,NA
"412","APC9_CAFA","APC9","CAFA","3714","Pongamia pinnata","alive",38,10,NA,NA,NA
"413","APC9_CAFA","APC9","CAFA","3718","Limonia acidissima","alive",15,6,"fire",20,"collar"
"414","APC9_CAFA","APC9","CAFA","3767","Unknown","alive",15,2,"fire",30,"collar"
"415","APC9_CAFA","APC9","CAFA","3719","Limonia acidissima","alive",16,2,"fire",30,"collar"
"416","APC9_CAFA","APC9","CAFA","3724","Limonia acidissima","alive",16,2,"fire",30,"epicormic"
"417","APC9_CAFA","APC9","CAFA","3769","Limonia acidissima","alive",68,10,NA,NA,NA
"418","APC9_CAFA","APC9","CAFA","3727","Limonia acidissima","alive",25,8,NA,NA,NA
"419","APC9_CAFA","APC9","CAFA","3729","Limonia acidissima","alive",50,12,NA,NA,NA
"420","APC9_CAFA","APC9","CAFA","3738","Limonia acidissima","alive",40,12,NA,NA,NA
"421","APC9_CAFA","APC9","CAFA","3748","Limonia acidissima","alive",35,9,NA,NA,NA
"422","APC9_CAFA","APC9","CAFA","3780","Limonia acidissima","alive",30,6,NA,NA,NA
"423","APC9_CAFA","APC9","CAFA","3768","Limonia acidissima","alive",38,3,"fire",30,"collar"
"424","APC9_CAFA","APC9","CAFA","3779","Hardwickia binata","alive",18,4,"fire",50,"collar"
"425","APC9_CAFA","APC9","CAFA","3772","Limonia acidissima","alive",40,10,NA,NA,NA
"426","APC9_CAFA","APC9","CAFA","3763","Pongamia pinnata","alive",45,12,NA,NA,NA
"427","APC9_CAFA","APC9","CAFA","3773","Limonia acidissima","alive",13,2,"fire",30,"collar"
"428","APC9_CAFA","APC9","CAFA","3774","Limonia acidissima","dead",NA,NA,"fire",30,NA
"429","APC9_CAFA","APC9","CAFA","3770","Dalbergia paniculata","alive",100,12,NA,NA,NA
"430","APC9_CAFA","APC9","CAFA","3764","Cassia fistula","alive",80,10,NA,NA,NA
"431","APC9_CAFA","APC9","CAFA","3775","Limonia acidissima","alive",15,4,"fire",50,"collar"
"432","APC9_CAFA","APC9","CAFA","3776","Limonia acidissima","alive",40,10,NA,NA,NA
"433","APC9_CAFA","APC9","CAFA","3777","Limonia acidissima","alive",15,2,"fire",30,"collar"
"434","APC9_CAFA","APC9","CAFA","3734","Pongamia pinnata","alive",60,10,"fire",50,"collar"
"435","APC9_CAFA","APC9","CAFA","3736","Pongamia pinnata","alive",25,5,NA,NA,NA
"436","APC9_CAFA","APC9","CAFA","3752","Pongamia pinnata","alive",70,11,"fire",50,"collar"
"437","APC9_CAFA","APC9","CAFA","3760","Pongamia pinnata","alive",50,8,"fire",60,"collar"
"438","APC9_CAFA","APC9","CAFA","3765","Pongamia pinnata","alive",17,5,"fire",20,"collar"
"439","APC9_CAFA","APC9","CAFA","3766","Pongamia pinnata","alive",58,15,NA,NA,NA
"440","APC8_Control","APC8","Control","3752","Dolichandrone atrovirens","alive",31,2,"fire",30,"collar"
"441","APC8_Control","APC8","Control","3729","Dolichandrone atrovirens","alive",46,6,"fire",50,"collar"
"442","APC8_Control","APC8","Control","3740","Dolichandrone atrovirens","alive",73,2,"fire",30,"collar"
"443","APC8_Control","APC8","Control","3738","Dolichandrone atrovirens","alive",45,15,NA,NA,NA
"444","APC8_Control","APC8","Control","3739","Dolichandrone atrovirens","alive",67,12,NA,NA,NA
"445","APC8_Control","APC8","Control","3737","Dolichandrone atrovirens","alive",69,8,"fire",50,"collar"
"446","APC8_Control","APC8","Control","3731","Dolichandrone atrovirens","alive",100,19,NA,NA,NA
"447","APC8_Control","APC8","Control","3727","Dolichandrone atrovirens","alive",44,7,"fire",60,"collar"
"448","APC8_Control","APC8","Control","3726","Dolichandrone atrovirens","alive",58,15,NA,NA,NA
"449","APC8_Control","APC8","Control","3724","Dolichandrone atrovirens","alive",47,8,"fire",60,"collar"
"450","APC8_Control","APC8","Control","3725","Tectona grandis","alive",12,2,"fire",30,"collar"
"451","APC8_Control","APC8","Control","3722","Dolichandrone atrovirens","alive",55,11,NA,NA,NA
"452","APC8_Control","APC8","Control","3721","Wrightia tinctoria","alive",21,2,"fire",30,"collar"
"453","APC8_Control","APC8","Control","3735","Dolichandrone atrovirens","alive",15,2,"fire",50,"collar"
"454","APC13_CAFA","APC13","CAFA","4503","Dolichandrone atrovirens","alive",39,10,"fire",30,"collar"
"455","APC13_CAFA","APC13","CAFA","4504","Pongamia pinnata","alive",60,10,"fire",50,"collar"
"456","APC13_CPFA","APC13","CPFA","3749","Pongamia pinnata","alive",40,10,NA,NA,NA
"457","APC13_CPFA","APC13","CPFA","3781","Hardwickia binata","alive",15,8,"fire",25,"collar"
"458","APC13_CPFA","APC13","CPFA","3770","Hardwickia binata","alive",20,10,"fire",30,"collar"
"459","APC13_CPFA","APC13","CPFA","3779","Pongamia pinnata","dead",NA,NA,"fire",20,NA
"460","APC13_CPFA","APC13","CPFA","3771","Pongamia pinnata","dead",NA,NA,"fire",30,NA
"461","APC13_CPFA","APC13","CPFA","3782","Hardwickia binata","alive",15,2,"fire",20,"collar"
"462","APC13_CPFA","APC13","CPFA","3785","Pongamia pinnata","alive",70,10,"fire",50,"collar"
"463","APC13_CPFA","APC13","CPFA","3764","Pongamia pinnata","alive",100,10,"fire",80,"collar"
"464","APC13_CPFA","APC13","CPFA","3763","Tectona grandis","alive",55,12,NA,NA,NA
"465","APC13_CPFA","APC13","CPFA","3762","Tectona grandis","alive",40,20,NA,NA,NA
"466","APC13_CPFA","APC13","CPFA","3780","Hardwickia binata","alive",20,11,"fire",20,"collar"
"467","APC13_CPFA","APC13","CPFA","3461","Tectona grandis","alive",120,35,NA,NA,NA
"468","APC13_CPFA","APC13","CPFA","3759","Pongamia pinnata","alive",45,12,NA,NA,NA
"469","APC13_CPFA","APC13","CPFA","3760","Hardwickia binata","dead",NA,NA,"fire",20,NA
"470","APC13_CPFA","APC13","CPFA","3753","Pongamia pinnata","alive",60,10,"fire",50,"collar"
"471","APC13_CPFA","APC13","CPFA","3773","Tectona grandis","alive",20,6,"fire",30,"collar"
"472","APC13_CPFA","APC13","CPFA","3777","Hardwickia binata","alive",15,2,"fire",30,"collar"
"473","APC10_CAFA","APC10","CAFA","4636","Wrightia tinctoria","alive",94,1.2,NA,NA,"axillary"
"474","APC10_CAFA","APC10","CAFA","4637","Albizia amara","alive",47,0.9,"browsed",NA,"epicormic"
"475","APC10_CAFA","APC10","CAFA","4638","Cassia fistula","alive",70,1.4,NA,NA,"axillary"
"476","APC10_CAFA","APC10","CAFA","4641","Cassia fistula","alive",90,1.1,NA,NA,"axillary"
"477","APC10_CAFA","APC10","CAFA","4642","Cassia fistula","alive",40,0.8,NA,NA,"axillary"
"478","APC10_CAFA","APC10","CAFA","4643","Wrightia tinctoria","alive",45,1.3,NA,NA,"axillary"
"479","APC10_CAFA","APC10","CAFA","4644","Cassia fistula","alive",52,0.9,"browsed",NA,"axillary"
"480","APC10_CAFA","APC10","CAFA","4645","Wrightia tinctoria","alive",70,1.2,"browsed",NA,"axillary"
"481","APC10_CAFA","APC10","CAFA","4646","Wrightia tinctoria","alive",50,0.8,NA,NA,"axillary"
"482","APC10_CAFA","APC10","CAFA","4647","Cassia fistula","alive",66,1.7,"browsed",NA,"axillary"
"483","APC10_CAFA","APC10","CAFA","4648","Cassia fistula","alive",40,0.8,"browsed",NA,"axillary"
"484","APC10_CAFA","APC10","CAFA","4649","Wrightia tinctoria","alive",78,1.9,"browsed",NA,"axillary"
"485","APC10_CAFA","APC10","CAFA","4650","Tectona grandis","alive",45,1.4,NA,NA,"axillary"
"486","APC10_CAFA","APC10","CAFA","4652","Cassia fistula","alive",115,2.2,NA,NA,"axillary"
"487","APC10_CAFA","APC10","CAFA","4653","Cassia fistula","alive",33,1.2,"browsed",NA,"axillary"
"488","APC10_CAFA","APC10","CAFA","4654","Cassia fistula","alive",46,0.6,"browsed",NA,"axillary"
"489","APC10_CAFA","APC10","CAFA","4655","Cassia fistula","alive",37,0.6,"browsed",NA,"axillary"
"490","APC10_CAFA","APC10","CAFA","4656","Wrightia tinctoria","alive",80,1.4,"browsed",NA,"axillary"
"491","APC10_CAFA","APC10","CAFA","4657","Acacia chundra","alive",71,1.3,"browsed",NA,"axillary"
"492","APC12_Control","APC12","Control","4970","Dolichandrone atrovirens","alive",7,1.8,"fire",90,"collar"
"493","APC12_Control","APC12","Control","4969","Dolichandrone atrovirens","alive",16,0.9,"fire",120,"collar"
"494","APC12_Control","APC12","Control","4968","Wrightia tinctoria","alive",38,0.4,"fire",110,"collar"
"495","APC12_Control","APC12","Control","4967","Dolichandrone atrovirens","alive",160,3.8,NA,NA,"axillary"
"496","APC12_Control","APC12","Control","4966","Dolichandrone atrovirens","alive",40,0.8,"fire",50,"collar"
"497","APC12_Control","APC12","Control","4965","Dolichandrone atrovirens","alive",8,0.3,"fire",70,"collar"
"498","APC12_Control","APC12","Control","4964","Dolichandrone atrovirens","alive",10,0.2,"fire",60,"collar"
"499","APC12_Control","APC12","Control","4963","Dolichandrone atrovirens","alive",10,0.9,"fire",60,"collar"
"500","APC12_Control","APC12","Control","4962","Dolichandrone atrovirens","alive",30,1.1,"fire",60,"epicormic"
"501","APC12_Control","APC12","Control","4961","Dolichandrone atrovirens","alive",18,1.2,"fire",60,"collar"
"502","APC12_Control","APC12","Control","4960","Dolichandrone atrovirens","alive",46,1.3,"fire",60,"collar"
"503","APC12_Control","APC12","Control","4959","Dolichandrone atrovirens","alive",20,0.9,"fire",60,"collar"
"504","APC12_Control","APC12","Control","4958","Dolichandrone atrovirens","alive",19,1.4,"fire",60,"collar"
"505","APC12_Control","APC12","Control","4957","Dolichandrone atrovirens","alive",36,1.6,"fire",60,"epicormic"
"506","APC12_Control","APC12","Control","4956","Dolichandrone atrovirens","alive",80,4.2,NA,NA,"axillary"
"507","APC12_Control","APC12","Control","4955","Dolichandrone atrovirens","alive",66,2.1,"fire",80,"epicormic"
"508","APC12_Control","APC12","Control","4954","Dolichandrone atrovirens","alive",145,2.3,NA,NA,"axillary"
"509","APC12_Control","APC12","Control","4953","Dolichandrone atrovirens","alive",124,2.6,NA,NA,"axillary"
"510","APC12_Control","APC12","Control","4952","Dolichandrone atrovirens","alive",40,1.7,"fire",70,"collar"
"511","APC3_CAFA","APC3","CAFA","1497","Chloroxylon swietenia","alive",5,0.6,"fire",90,"collar"
"512","APC3_CAFA","APC3","CAFA","1495","Chloroxylon swietenia","alive",22,1.1,"fire",90,"epicormic"
"513","APC3_CAFA","APC3","CAFA","1498","Chloroxylon swietenia","alive",8,0.6,"fire",90,"collar"
"514","APC3_CAFA","APC3","CAFA","1467","Chloroxylon swietenia","alive",20,1.5,"fire",90,"collar"
"515","APC3_CAFA","APC3","CAFA","1468","Dolichandrone atrovirens","alive",43,2.8,"fire",90,"epicormic"
"516","APC3_CAFA","APC3","CAFA","1469","Acacia chundra","alive",10,0.9,"fire",90,"collar"
"517","APC3_CAFA","APC3","CAFA","1470","Acacia chundra","alive",130,2.1,"fire",110,"epicormic"
"518","APC3_CAFA","APC3","CAFA","1473","Dolichandrone atrovirens","alive",55,1.9,"fire",110,"epicormic"
"519","APC3_CAFA","APC3","CAFA","1474","Dolichandrone atrovirens","alive",140,4.2,NA,NA,"axillary"
"520","APC3_CAFA","APC3","CAFA","1494","Chloroxylon swietenia","dead",NA,NA,"trampled",NA,NA
"521","APC3_CAFA","APC3","CAFA","1493","Chloroxylon swietenia","dead",NA,NA,"trampled",NA,NA
"522","APC3_CAFA","APC3","CAFA","1499","Chloroxylon swietenia","dead",NA,NA,"trampled",NA,NA
"523","APC3_CAFA","APC3","CAFA","1472","Acacia chundra","dead",NA,NA,"trampled",NA,NA
"524","APC3_CAFA","APC3","CAFA","1471","Chloroxylon swietenia","dead",NA,NA,"trampled",NA,NA
